Date,Name,Rank,Points,Flag,Conference,CountryUrl,PageUrl
2016-12-23,Myanmar,43,1531,https://api.fifa.com/api/v3/picture/flags-sq-2/MYA,AFC,https://www.fifa.com/fifa-world-ranking/MYA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20161223
2005-03-25,Myanmar,46,1544,https://api.fifa.com/api/v3/picture/flags-sq-2/MYA,AFC,https://www.fifa.com/fifa-world-ranking/MYA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20050325
2005-06-24,Myanmar,45,1549,https://api.fifa.com/api/v3/picture/flags-sq-2/MYA,AFC,https://www.fifa.com/fifa-world-ranking/MYA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20050624
2006-05-19,Portugal,45,1556,https://api.fifa.com/api/v3/picture/flags-sq-2/POR,UEFA,https://www.fifa.com/fifa-world-ranking/POR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20060519
2007-06-15,Myanmar,44,1534,https://api.fifa.com/api/v3/picture/flags-sq-2/MYA,AFC,https://www.fifa.com/fifa-world-ranking/MYA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20070615
2007-03-16,Austria,44,1555,https://api.fifa.com/api/v3/picture/flags-sq-2/AUT,UEFA,https://www.fifa.com/fifa-world-ranking/AUT,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20070316
2006-12-22,Bulgaria,45,1529,https://api.fifa.com/api/v3/picture/flags-sq-2/BUL,UEFA,https://www.fifa.com/fifa-world-ranking/BUL,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20061222
2008-03-21,Austria,42,1547,https://api.fifa.com/api/v3/picture/flags-sq-2/AUT,UEFA,https://www.fifa.com/fifa-world-ranking/AUT,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20080321
2007-12-21,Trinidad and Tobago,44,1541,https://api.fifa.com/api/v3/picture/flags-sq-2/TRI,CONCACAF,https://www.fifa.com/fifa-world-ranking/TRI,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20071221
2008-12-19,Myanmar,43,1523,https://api.fifa.com/api/v3/picture/flags-sq-2/MYA,AFC,https://www.fifa.com/fifa-world-ranking/MYA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20081219
2008-09-05,Myanmar,43,1523,https://api.fifa.com/api/v3/picture/flags-sq-2/MYA,AFC,https://www.fifa.com/fifa-world-ranking/MYA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20080905
2009-09-25,Trinidad and Tobago,43,1536,https://api.fifa.com/api/v3/picture/flags-sq-2/TRI,CONCACAF,https://www.fifa.com/fifa-world-ranking/TRI,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20090925
2009-03-27,Bulgaria,43,1531,https://api.fifa.com/api/v3/picture/flags-sq-2/BUL,UEFA,https://www.fifa.com/fifa-world-ranking/BUL,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20090327
2009-12-18,Belarus,42,1565,https://api.fifa.com/api/v3/picture/flags-sq-2/BLR,UEFA,https://www.fifa.com/fifa-world-ranking/BLR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20091218
2010-05-28,Myanmar,43,1541,https://api.fifa.com/api/v3/picture/flags-sq-2/MYA,AFC,https://www.fifa.com/fifa-world-ranking/MYA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20100528
2011-09-23,Serbia,43,1537,https://api.fifa.com/api/v3/picture/flags-sq-2/SRB,UEFA,https://www.fifa.com/fifa-world-ranking/SRB,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20110923
2010-11-19,Trinidad and Tobago,43,1529,https://api.fifa.com/api/v3/picture/flags-sq-2/TRI,CONCACAF,https://www.fifa.com/fifa-world-ranking/TRI,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20101119
2011-03-18,Trinidad and Tobago,43,1529,https://api.fifa.com/api/v3/picture/flags-sq-2/TRI,CONCACAF,https://www.fifa.com/fifa-world-ranking/TRI,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20110318
2011-12-23,Chinese Taipei,42,1556,https://api.fifa.com/api/v3/picture/flags-sq-2/TPE,AFC,https://www.fifa.com/fifa-world-ranking/TPE,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20111223
2012-03-16,Portugal,42,1557,https://api.fifa.com/api/v3/picture/flags-sq-2/POR,UEFA,https://www.fifa.com/fifa-world-ranking/POR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20120316
2012-06-01,Wales,43,1546,https://api.fifa.com/api/v3/picture/flags-sq-2/WAL,UEFA,https://www.fifa.com/fifa-world-ranking/WAL,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20120601
2012-08-17,Uzbekistan,41,1565,https://api.fifa.com/api/v3/picture/flags-sq-2/UZB,AFC,https://www.fifa.com/fifa-world-ranking/UZB,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20120817
2017-09-01,Chinese Taipei,42,1553,https://api.fifa.com/api/v3/picture/flags-sq-2/TPE,AFC,https://www.fifa.com/fifa-world-ranking/TPE,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20170901
2013-03-22,Chinese Taipei,41,1555,https://api.fifa.com/api/v3/picture/flags-sq-2/TPE,AFC,https://www.fifa.com/fifa-world-ranking/TPE,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20130322
2019-12-13,Chinese Taipei,40,1584,https://api.fifa.com/api/v3/picture/flags-sq-2/TPE,AFC,https://www.fifa.com/fifa-world-ranking/TPE,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20191213
2021-04-16,Chinese Taipei,40,1589,https://api.fifa.com/api/v3/picture/flags-sq-2/TPE,AFC,https://www.fifa.com/fifa-world-ranking/TPE,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20210416
2020-08-14,Thailand,39,1596,https://api.fifa.com/api/v3/picture/flags-sq-2/THA,AFC,https://www.fifa.com/fifa-world-ranking/THA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20200814
2021-12-10,Serbia,40,1584.19,https://api.fifa.com/api/v3/picture/flags-sq-2/SRB,UEFA,https://www.fifa.com/fifa-world-ranking/SRB,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20211210
2021-08-20,Chinese Taipei,40,1589,https://api.fifa.com/api/v3/picture/flags-sq-2/TPE,AFC,https://www.fifa.com/fifa-world-ranking/TPE,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20210820
2022-06-17,Chinese Taipei,40,1585.21,https://api.fifa.com/api/v3/picture/flags-sq-2/TPE,AFC,https://www.fifa.com/fifa-world-ranking/TPE,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20220617
2022-12-09,Romania,40,1572.51,https://api.fifa.com/api/v3/picture/flags-sq-2/ROU,UEFA,https://www.fifa.com/fifa-world-ranking/ROU,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20221209
2013-06-21,Jordan,53,1417,https://api.fifa.com/api/v3/picture/flags-sq-2/JOR,AFC,https://www.fifa.com/fifa-world-ranking/JOR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20130621
2014-06-20,Ghana,48,1467,https://api.fifa.com/api/v3/picture/flags-sq-2/GHA,CAF,https://www.fifa.com/fifa-world-ranking/GHA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20140620
2013-12-13,Trinidad and Tobago,46,1509,https://api.fifa.com/api/v3/picture/flags-sq-2/TRI,CONCACAF,https://www.fifa.com/fifa-world-ranking/TRI,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20131213
2015-09-25,Myanmar,47,1515,https://api.fifa.com/api/v3/picture/flags-sq-2/MYA,AFC,https://www.fifa.com/fifa-world-ranking/MYA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20150925
2014-03-28,Serbia,46,1537,https://api.fifa.com/api/v3/picture/flags-sq-2/SRB,UEFA,https://www.fifa.com/fifa-world-ranking/SRB,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20140328
2003-07-16,Bulgaria,47,1529,https://api.fifa.com/api/v3/picture/flags-sq-2/BUL,UEFA,https://www.fifa.com/fifa-world-ranking/BUL,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2016-08-26,South Africa,48,1478,https://api.fifa.com/api/v3/picture/flags-sq-2/RSA,CAF,https://www.fifa.com/fifa-world-ranking/RSA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20160826
2003-08-29,Austria,48,1522,https://api.fifa.com/api/v3/picture/flags-sq-2/AUT,UEFA,https://www.fifa.com/fifa-world-ranking/AUT,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030829
2003-12-15,Austria,47,1531,https://api.fifa.com/api/v3/picture/flags-sq-2/AUT,UEFA,https://www.fifa.com/fifa-world-ranking/AUT,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20031215
2016-06-24,Cameroon,47,1484,https://api.fifa.com/api/v3/picture/flags-sq-2/CMR,CAF,https://www.fifa.com/fifa-world-ranking/CMR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20160624
2004-06-07,Myanmar,46,1539,https://api.fifa.com/api/v3/picture/flags-sq-2/MYA,AFC,https://www.fifa.com/fifa-world-ranking/MYA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20040607
2004-12-20,Myanmar,46,1544,https://api.fifa.com/api/v3/picture/flags-sq-2/MYA,AFC,https://www.fifa.com/fifa-world-ranking/MYA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20041220
2005-09-16,Costa Rica,46,1547,https://api.fifa.com/api/v3/picture/flags-sq-2/CRC,CONCACAF,https://www.fifa.com/fifa-world-ranking/CRC,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20050916
2006-03-17,Croatia,47,1531,https://api.fifa.com/api/v3/picture/flags-sq-2/CRO,UEFA,https://www.fifa.com/fifa-world-ranking/CRO,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20060317
2007-10-05,Ghana,45,1540,https://api.fifa.com/api/v3/picture/flags-sq-2/GHA,CAF,https://www.fifa.com/fifa-world-ranking/GHA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20071005
2006-09-15,Myanmar,45,1536,https://api.fifa.com/api/v3/picture/flags-sq-2/MYA,AFC,https://www.fifa.com/fifa-world-ranking/MYA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20060915
2008-06-06,Costa Rica,45,1518,https://api.fifa.com/api/v3/picture/flags-sq-2/CRC,CONCACAF,https://www.fifa.com/fifa-world-ranking/CRC,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20080606
2010-03-12,Myanmar,43,1542,https://api.fifa.com/api/v3/picture/flags-sq-2/MYA,AFC,https://www.fifa.com/fifa-world-ranking/MYA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20100312
2011-07-22,Slovakia,43,1528,https://api.fifa.com/api/v3/picture/flags-sq-2/SVK,UEFA,https://www.fifa.com/fifa-world-ranking/SVK,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20110722
2010-08-13,Peru,45,1522,https://api.fifa.com/api/v3/picture/flags-sq-2/PER,CONMEBOL,https://www.fifa.com/fifa-world-ranking/PER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20100813
2012-12-07,Chinese Taipei,43,1555,https://api.fifa.com/api/v3/picture/flags-sq-2/TPE,AFC,https://www.fifa.com/fifa-world-ranking/TPE,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20121207
2017-06-23,Serbia,44,1535,https://api.fifa.com/api/v3/picture/flags-sq-2/SRB,UEFA,https://www.fifa.com/fifa-world-ranking/SRB,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20170623
2018-06-22,Chinese Taipei,42,1553,https://api.fifa.com/api/v3/picture/flags-sq-2/TPE,AFC,https://www.fifa.com/fifa-world-ranking/TPE,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20180622
2018-03-23,Uzbekistan,41,1557,https://api.fifa.com/api/v3/picture/flags-sq-2/UZB,AFC,https://www.fifa.com/fifa-world-ranking/UZB,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20180323
2017-12-15,Uzbekistan,41,1557,https://api.fifa.com/api/v3/picture/flags-sq-2/UZB,AFC,https://www.fifa.com/fifa-world-ranking/UZB,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20171215
2018-09-28,Uzbekistan,41,1557,https://api.fifa.com/api/v3/picture/flags-sq-2/UZB,AFC,https://www.fifa.com/fifa-world-ranking/UZB,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20180928
2018-12-07,Serbia,42,1543,https://api.fifa.com/api/v3/picture/flags-sq-2/SRB,UEFA,https://www.fifa.com/fifa-world-ranking/SRB,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20181207
2019-07-12,Romania,42,1548,https://api.fifa.com/api/v3/picture/flags-sq-2/ROU,UEFA,https://www.fifa.com/fifa-world-ranking/ROU,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20190712
2019-03-29,Uzbekistan,42,1545,https://api.fifa.com/api/v3/picture/flags-sq-2/UZB,AFC,https://www.fifa.com/fifa-world-ranking/UZB,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20190329
2019-09-27,Serbia,41,1556,https://api.fifa.com/api/v3/picture/flags-sq-2/SRB,UEFA,https://www.fifa.com/fifa-world-ranking/SRB,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20190927
2020-03-27,Serbia,41,1558,https://api.fifa.com/api/v3/picture/flags-sq-2/SRB,UEFA,https://www.fifa.com/fifa-world-ranking/SRB,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20200327
2020-12-18,Uzbekistan,41,1543,https://api.fifa.com/api/v3/picture/flags-sq-2/UZB,AFC,https://www.fifa.com/fifa-world-ranking/UZB,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20201218
2022-03-25,Hungary,41,1549.22,https://api.fifa.com/api/v3/picture/flags-sq-2/HUN,UEFA,https://www.fifa.com/fifa-world-ranking/HUN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20220325
2022-08-05,Thailand,41,1555,https://api.fifa.com/api/v3/picture/flags-sq-2/THA,AFC,https://www.fifa.com/fifa-world-ranking/THA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20220805
2022-10-13,Romania,39,1581.28,https://api.fifa.com/api/v3/picture/flags-sq-2/ROU,UEFA,https://www.fifa.com/fifa-world-ranking/ROU,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20221013
2022-12-09,Croatia,60,1410.32,https://api.fifa.com/api/v3/picture/flags-sq-2/CRO,UEFA,https://www.fifa.com/fifa-world-ranking/CRO,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20221209
2015-07-10,Papua New Guinea,50,1472,https://api.fifa.com/api/v3/picture/flags-sq-2/PNG,OFC,https://www.fifa.com/fifa-world-ranking/PNG,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20150710
2014-09-19,Ghana,50,1467,https://api.fifa.com/api/v3/picture/flags-sq-2/GHA,CAF,https://www.fifa.com/fifa-world-ranking/GHA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20140919
2013-08-02,Ghana,49,1459,https://api.fifa.com/api/v3/picture/flags-sq-2/GHA,CAF,https://www.fifa.com/fifa-world-ranking/GHA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20130802
2014-12-19,Slovakia,47,1482,https://api.fifa.com/api/v3/picture/flags-sq-2/SVK,UEFA,https://www.fifa.com/fifa-world-ranking/SVK,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20141219
2015-03-27,Ecuador,48,1485,https://api.fifa.com/api/v3/picture/flags-sq-2/ECU,CONMEBOL,https://www.fifa.com/fifa-world-ranking/ECU,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20150327
2015-12-18,Cameroon,47,1496,https://api.fifa.com/api/v3/picture/flags-sq-2/CMR,CAF,https://www.fifa.com/fifa-world-ranking/CMR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20151218
2016-03-25,Papua New Guinea,49,1473,https://api.fifa.com/api/v3/picture/flags-sq-2/PNG,OFC,https://www.fifa.com/fifa-world-ranking/PNG,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20160325
2017-03-24,Papua New Guinea,48,1473,https://api.fifa.com/api/v3/picture/flags-sq-2/PNG,OFC,https://www.fifa.com/fifa-world-ranking/PNG,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20170324
2003-10-24,Austria,48,1522,https://api.fifa.com/api/v3/picture/flags-sq-2/AUT,UEFA,https://www.fifa.com/fifa-world-ranking/AUT,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20031024
2004-08-30,Austria,46,1539,https://api.fifa.com/api/v3/picture/flags-sq-2/AUT,UEFA,https://www.fifa.com/fifa-world-ranking/AUT,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20040830
2004-03-15,Austria,47,1531,https://api.fifa.com/api/v3/picture/flags-sq-2/AUT,UEFA,https://www.fifa.com/fifa-world-ranking/AUT,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20040315
2016-12-23,Ghana,45,1499,https://api.fifa.com/api/v3/picture/flags-sq-2/GHA,CAF,https://www.fifa.com/fifa-world-ranking/GHA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20161223
2005-03-25,Austria,47,1539,https://api.fifa.com/api/v3/picture/flags-sq-2/AUT,UEFA,https://www.fifa.com/fifa-world-ranking/AUT,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20050325
2005-06-24,Costa Rica,46,1547,https://api.fifa.com/api/v3/picture/flags-sq-2/CRC,CONCACAF,https://www.fifa.com/fifa-world-ranking/CRC,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20050624
2006-05-19,Costa Rica,46,1547,https://api.fifa.com/api/v3/picture/flags-sq-2/CRC,CONCACAF,https://www.fifa.com/fifa-world-ranking/CRC,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20060519
2005-12-16,Austria,45,1559,https://api.fifa.com/api/v3/picture/flags-sq-2/AUT,UEFA,https://www.fifa.com/fifa-world-ranking/AUT,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20051216
2007-06-15,Bulgaria,45,1529,https://api.fifa.com/api/v3/picture/flags-sq-2/BUL,UEFA,https://www.fifa.com/fifa-world-ranking/BUL,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20070615
2007-03-16,Myanmar,45,1534,https://api.fifa.com/api/v3/picture/flags-sq-2/MYA,AFC,https://www.fifa.com/fifa-world-ranking/MYA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20070316
2006-12-22,Portugal,46,1520,https://api.fifa.com/api/v3/picture/flags-sq-2/POR,UEFA,https://www.fifa.com/fifa-world-ranking/POR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20061222
2008-03-21,Myanmar,43,1544,https://api.fifa.com/api/v3/picture/flags-sq-2/MYA,AFC,https://www.fifa.com/fifa-world-ranking/MYA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20080321
2007-12-21,Ghana,45,1540,https://api.fifa.com/api/v3/picture/flags-sq-2/GHA,CAF,https://www.fifa.com/fifa-world-ranking/GHA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20071221
2008-09-05,Bulgaria,44,1521,https://api.fifa.com/api/v3/picture/flags-sq-2/BUL,UEFA,https://www.fifa.com/fifa-world-ranking/BUL,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20080905
2009-09-25,Bulgaria,44,1532,https://api.fifa.com/api/v3/picture/flags-sq-2/BUL,UEFA,https://www.fifa.com/fifa-world-ranking/BUL,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20090925
2009-06-26,Myanmar,44,1523,https://api.fifa.com/api/v3/picture/flags-sq-2/MYA,AFC,https://www.fifa.com/fifa-world-ranking/MYA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20090626
2009-03-27,Myanmar,44,1523,https://api.fifa.com/api/v3/picture/flags-sq-2/MYA,AFC,https://www.fifa.com/fifa-world-ranking/MYA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20090327
2009-12-18,Myanmar,43,1542,https://api.fifa.com/api/v3/picture/flags-sq-2/MYA,AFC,https://www.fifa.com/fifa-world-ranking/MYA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20091218
2011-09-23,Chile,44,1533,https://api.fifa.com/api/v3/picture/flags-sq-2/CHI,CONMEBOL,https://www.fifa.com/fifa-world-ranking/CHI,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20110923
2011-03-18,Chile,44,1526,https://api.fifa.com/api/v3/picture/flags-sq-2/CHI,CONMEBOL,https://www.fifa.com/fifa-world-ranking/CHI,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20110318
2012-03-16,Chinese Taipei,43,1556,https://api.fifa.com/api/v3/picture/flags-sq-2/TPE,AFC,https://www.fifa.com/fifa-world-ranking/TPE,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20120316
2017-09-01,Slovakia,43,1549,https://api.fifa.com/api/v3/picture/flags-sq-2/SVK,UEFA,https://www.fifa.com/fifa-world-ranking/SVK,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20170901
2013-03-22,Portugal,42,1551,https://api.fifa.com/api/v3/picture/flags-sq-2/POR,UEFA,https://www.fifa.com/fifa-world-ranking/POR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20130322
2019-12-13,Serbia,41,1553,https://api.fifa.com/api/v3/picture/flags-sq-2/SRB,UEFA,https://www.fifa.com/fifa-world-ranking/SRB,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20191213
2020-06-26,Hungary,43,1537,https://api.fifa.com/api/v3/picture/flags-sq-2/HUN,UEFA,https://www.fifa.com/fifa-world-ranking/HUN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20200626
2021-04-16,Serbia,41,1572.13,https://api.fifa.com/api/v3/picture/flags-sq-2/SRB,UEFA,https://www.fifa.com/fifa-world-ranking/SRB,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20210416
2021-06-25,Romania,42,1549.19,https://api.fifa.com/api/v3/picture/flags-sq-2/ROU,UEFA,https://www.fifa.com/fifa-world-ranking/ROU,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20210625
2020-08-14,Chinese Taipei,40,1589,https://api.fifa.com/api/v3/picture/flags-sq-2/TPE,AFC,https://www.fifa.com/fifa-world-ranking/TPE,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20200814
2021-12-10,Nigeria,41,1584.09,https://api.fifa.com/api/v3/picture/flags-sq-2/NGA,CAF,https://www.fifa.com/fifa-world-ranking/NGA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20211210
2021-08-20,Serbia,41,1572.31,https://api.fifa.com/api/v3/picture/flags-sq-2/SRB,UEFA,https://www.fifa.com/fifa-world-ranking/SRB,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20210820
2022-06-17,Romania,41,1568.45,https://api.fifa.com/api/v3/picture/flags-sq-2/ROU,UEFA,https://www.fifa.com/fifa-world-ranking/ROU,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20220617
2022-12-09,Thailand,41,1555.19,https://api.fifa.com/api/v3/picture/flags-sq-2/THA,AFC,https://www.fifa.com/fifa-world-ranking/THA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20221209
2013-06-21,Northern Ireland,54,1416,https://api.fifa.com/api/v3/picture/flags-sq-2/NIR,UEFA,https://www.fifa.com/fifa-world-ranking/NIR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20130621
2014-06-20,Cameroon,49,1457,https://api.fifa.com/api/v3/picture/flags-sq-2/CMR,CAF,https://www.fifa.com/fifa-world-ranking/CMR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20140620
2013-12-13,Cameroon,47,1467,https://api.fifa.com/api/v3/picture/flags-sq-2/CMR,CAF,https://www.fifa.com/fifa-world-ranking/CMR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20131213
2015-09-25,Trinidad and Tobago,48,1489,https://api.fifa.com/api/v3/picture/flags-sq-2/TRI,CONCACAF,https://www.fifa.com/fifa-world-ranking/TRI,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20150925
2014-03-28,Slovakia,47,1521,https://api.fifa.com/api/v3/picture/flags-sq-2/SVK,UEFA,https://www.fifa.com/fifa-world-ranking/SVK,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20140328
2003-07-16,Austria,48,1522,https://api.fifa.com/api/v3/picture/flags-sq-2/AUT,UEFA,https://www.fifa.com/fifa-world-ranking/AUT,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2016-08-26,Papua New Guinea,49,1473,https://api.fifa.com/api/v3/picture/flags-sq-2/PNG,OFC,https://www.fifa.com/fifa-world-ranking/PNG,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20160826
2003-08-29,Uzbekistan,49,1505,https://api.fifa.com/api/v3/picture/flags-sq-2/UZB,AFC,https://www.fifa.com/fifa-world-ranking/UZB,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030829
2003-12-15,Bulgaria,48,1529,https://api.fifa.com/api/v3/picture/flags-sq-2/BUL,UEFA,https://www.fifa.com/fifa-world-ranking/BUL,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20031215
2004-12-20,Austria,47,1539,https://api.fifa.com/api/v3/picture/flags-sq-2/AUT,UEFA,https://www.fifa.com/fifa-world-ranking/AUT,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20041220
2006-03-17,Bulgaria,48,1521,https://api.fifa.com/api/v3/picture/flags-sq-2/BUL,UEFA,https://www.fifa.com/fifa-world-ranking/BUL,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20060317
2007-10-05,Bulgaria,46,1529,https://api.fifa.com/api/v3/picture/flags-sq-2/BUL,UEFA,https://www.fifa.com/fifa-world-ranking/BUL,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20071005
2008-12-19,Portugal,45,1522,https://api.fifa.com/api/v3/picture/flags-sq-2/POR,UEFA,https://www.fifa.com/fifa-world-ranking/POR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20081219
2010-03-12,Ghana,44,1523,https://api.fifa.com/api/v3/picture/flags-sq-2/GHA,CAF,https://www.fifa.com/fifa-world-ranking/GHA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20100312
2010-05-28,Trinidad and Tobago,44,1536,https://api.fifa.com/api/v3/picture/flags-sq-2/TRI,CONCACAF,https://www.fifa.com/fifa-world-ranking/TRI,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20100528
2011-07-22,Chile,44,1526,https://api.fifa.com/api/v3/picture/flags-sq-2/CHI,CONMEBOL,https://www.fifa.com/fifa-world-ranking/CHI,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20110722
